fish_id,species,common_name,kingdom,phylum,class,order,family,genus,status,feeding_type,temp_max,weight_max,length_max,temp_pref_min,temp_pref_max,temp_range_min,temp_range_max,trophic_lvl_estimate_min,trophic_lvl_estimate_max,trophic_lvl,fecundity_mean,fecundity_min,fecundity_max,waterbody_name,wb_ph_min,wb_ph_max,wb_salinity_min,wb_salinity_max,wb_do_min,wb_do_max,wb_bod_min,wb_bod_max,wb_turbidity_min,wb_turbidity_max,wb_temp_min,wb_temp_max,invasion_risk_score
F0001,Copella arnoldi,Splash tetra,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Copella,established,predator,,0.328,3.489,25.0,29.0,4.0,4.0,2.8284872610282497,3.0596021910741533,3.26,175.0,150.0,200.0,Amazon Basin,5.5,5.5,0.0,0.0,5.5,5.5,2.0,2.0,4.0,4.0,27.0,27.0,0.7
F0001,Copella arnoldi,Splash tetra,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Copella,established,predator,,0.328,3.489,25.0,29.0,4.0,4.0,2.874587424130058,3.0492698781174425,3.26,175.0,150.0,200.0,Demerara River Wismar,6.2,6.2,0.0,0.0,6.0,6.0,3.0,3.0,6.0,6.0,27.0,27.0,0.7
F0001,Copella arnoldi,Splash tetra,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Copella,established,predator,,0.328,3.489,25.0,29.0,4.0,4.0,2.8015858871721813,3.0631328318673914,3.26,175.0,150.0,200.0,Yarakita River,5.3,5.3,0.0,0.0,5.0,5.0,2.0,2.0,3.0,3.0,26.5,26.5,0.7
F0001,Copella arnoldi,Splash tetra,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Copella,established,predator,,0.328,3.489,25.0,29.0,4.0,4.0,2.817990504086461,3.061166026559345,3.26,175.0,150.0,200.0,Arauau River,5.4,5.4,0.0,0.0,5.2,5.2,2.0,2.0,4.0,4.0,27.0,27.0,0.7
F0001,Copella arnoldi,Splash tetra,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Copella,established,predator,,0.328,3.489,25.0,29.0,4.0,4.0,2.846512285214583,3.0607855323670714,3.26,175.0,150.0,200.0,"Kurupung River, Upper Mazaruni District",6.0,6.0,0.0,0.0,4.5,4.5,4.0,4.0,20.0,20.0,26.0,26.0,0.7
F0001,Copella arnoldi,Splash tetra,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Copella,established,predator,,0.328,3.489,25.0,29.0,4.0,4.0,2.921945767588316,3.044113414722556,3.26,175.0,150.0,200.0,Suriname River Kabel Station,6.8,6.8,0.0,0.0,6.0,6.0,3.0,3.0,15.0,15.0,27.0,27.0,0.7
F0001,Copella arnoldi,Splash tetra,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Copella,established,predator,,0.328,3.489,25.0,29.0,4.0,4.0,2.8484648308878,3.0520383344721784,3.26,175.0,150.0,200.0,Dalibane Creek,6.0,6.0,0.0,0.0,5.0,5.0,2.0,2.0,5.0,5.0,27.0,27.0,0.7
F0001,Copella arnoldi,Splash tetra,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Copella,established,predator,,0.328,3.489,25.0,29.0,4.0,4.0,2.8484648308878,3.0520383344721784,3.26,175.0,150.0,200.0,Lane Creek,6.0,6.0,0.0,0.0,5.0,5.0,2.0,2.0,5.0,5.0,27.0,27.0,0.7
F0001,Copella arnoldi,Splash tetra,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Copella,established,predator,,0.328,3.489,25.0,29.0,4.0,4.0,2.836044986814548,3.0547440101160737,3.26,175.0,150.0,200.0,Luci River,5.8,5.8,0.0,0.0,5.0,5.0,2.0,2.0,4.0,4.0,27.0,27.0,0.7
F0002,Hyphessobrycon pulchripinnis,Lemon tetra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,established,other,,0.5,3.8,23.0,28.0,5.0,5.0,2.771185783653386,3.052275750989563,2.91,6390.0,4680.0,8100.0,Rio Tapajós (Santarém waterfront),6.0,7.0,0.0,0.0,0.11,1.69,0.001490763440767,4.481043449602975,11.713742704504604,50.82954013937777,28.7,31.1,0.7
F0002,Hyphessobrycon pulchripinnis,Lemon tetra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,established,other,,0.5,3.8,23.0,28.0,5.0,5.0,2.8310912187491386,3.061726637590636,2.91,6390.0,4680.0,8100.0,Tapajós tributaries (general),5.5,7.0,0.0,0.0,5.0,7.0,-1.967193503703701,2.0377609526951104,12.03726089651995,68.94754779593512,29.0,32.0,0.7
F0002,Hyphessobrycon pulchripinnis,Lemon tetra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,reported,other,,0.5,3.8,23.0,28.0,5.0,5.0,2.8092596968154724,3.052043978998088,2.91,6390.0,4680.0,8100.0,Rio Cuiabá (Mato Grosso),6.2,7.5,0.0,0.0,3.0,3.0,0.721552421678723,3.848921209170418,9.807412579941822,80.89736218449161,26.0,30.0,0.25
F0003,Pethia gelius,Golden barb,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pethia,other,omnivore,,0.629,4.9,18.0,22.0,4.0,4.0,3.0447594974670404,3.0266161399410594,3.3,85.0,70.0,100.0,"Ganga River, Bijnor",7.6,8.1,0.01,0.15,6.0,6.0,3.83,3.83,3.7,523.0,7.22,29.52,0.5
F0003,Pethia gelius,Golden barb,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pethia,other,omnivore,,0.629,4.9,18.0,22.0,4.0,4.0,3.113658067852079,3.020088588199981,3.3,85.0,70.0,100.0,"Ganga River, Narora",7.9,7.9,0.01,0.15,7.9,7.9,3.36,3.83,3.7,523.0,7.22,29.52,0.5
F0003,Pethia gelius,Golden barb,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pethia,other,omnivore,,0.629,4.9,18.0,22.0,4.0,4.0,3.039391143033624,3.0282156913910736,3.3,85.0,70.0,100.0,"Ganga River, Farrukhabad",7.5,8.0,0.01,0.15,6.0,6.0,3.83,3.83,3.7,523.0,7.22,29.52,0.5
F0003,Pethia gelius,Golden barb,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pethia,other,omnivore,,0.629,4.9,18.0,22.0,4.0,4.0,3.067855313145446,3.029686084956732,3.3,85.0,70.0,100.0,"Ganga River, Prayagraj (Allahabad)",7.4,7.8,0.01,0.15,7.66,7.66,3.36,3.36,3.7,523.0,7.22,29.52,0.5
F0004,Hemigrammus ocellifer,Head-and-taillight tetra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,established,omnivore,,1.003,3.572,22.0,26.0,4.0,4.0,2.787827517410801,3.089717421475376,3.180000067,,3439.0,15000.0,Rio Negro,4.0,5.0,0.0,0.0,9.0,13.0,-9.19304250805614,-6.854794110558194,13.02593854463609,61.88669463246896,24.0,30.0,0.7
F0004,Hemigrammus ocellifer,Head-and-taillight tetra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,established,omnivore,,1.003,3.572,22.0,26.0,4.0,4.0,2.707663510011084,3.044477499176032,3.180000067,,3439.0,15000.0,Solimões / Middle Amazon (Mamirauá),6.5,7.0,0.0,0.0,-1.0,5.8,0.9259122877149936,8.454186042234191,7.413121810380234,115.79751903810995,20.0,29.0,0.7
F0004,Hemigrammus ocellifer,Head-and-taillight tetra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,established,omnivore,,1.003,3.572,22.0,26.0,4.0,4.0,2.702056255299503,3.0555352719952613,3.180000067,,3439.0,15000.0,"Palumeu River (upper Palumeu watershed, southeastern Suriname)",6.25,7.09,0.0,0.0,1.72,7.42,-0.037510824301485,6.249554783600652,8.76112910767914,26.05309268268008,22.6,23.9,0.7
F0004,Hemigrammus ocellifer,Head-and-taillight tetra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,established,omnivore,,1.003,3.572,22.0,26.0,4.0,4.0,2.747874459932276,3.068573201572373,3.180000067,,3439.0,15000.0,"Sipaliwini & Kutari rivers (Kwamalasamutu region, SW Suriname)",5.7,7.4,0.0,0.0,4.2,5.4,-0.5891794556532517,4.674879180944588,22.0,22.0,26.0,29.0,0.7
F0004,Hemigrammus ocellifer,Head-and-taillight tetra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,established,omnivore,,1.003,3.572,22.0,26.0,4.0,4.0,2.7988090756331307,3.0534784830412134,3.180000067,,3439.0,15000.0,Oyapock / Oiapoque estuary (lower Oyapock / coastal rivers between French Guiana & Amapá),6.0,6.8,0.0,0.0,5.0,10.0,-1.002405263822684,4.592395644621515,7.983922799890485,132.35724284915025,20.15943429230505,30.19264105810807,0.7
F0005,Danio rerio,Zebra danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,established,predator,5.15,5.0,2.8,18.0,24.0,6.0,6.0,2.872844980354624,3.0490367333276245,3.21,450.0,400.0,500.0,"Ganga River, Varanasi / Prayagraj",7.2,8.5,0.0,0.0,5.7,7.8,1.4,2.1,-1.0,55.0,20.0,30.0,0.7
F0005,Danio rerio,Zebra danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,established,other,5.15,5.0,2.8,18.0,24.0,6.0,6.0,2.859915924123977,3.042571460402096,3.21,450.0,400.0,500.0,"Padma River, Bheramara (Kushtia)",7.3,8.0,0.0,0.0,-1.0,7.59,-1.0,3.21,7.359594014122662,103.54889016156068,24.0,30.0,0.7
F0005,Danio rerio,Zebra danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,established,other,5.15,5.0,2.8,18.0,24.0,6.0,6.0,2.871834581414596,3.060188970477923,3.21,450.0,400.0,500.0,"Brahmaputra River, Guwahati / Kamrup stretches",6.8,7.9,0.0,0.0,4.9,7.9,0.8,1.2,5.398240877665921,125.04535628066184,18.0,26.0,0.7
F0005,Danio rerio,Zebra danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,established,other,5.15,5.0,2.8,18.0,24.0,6.0,6.0,2.8319551772987057,3.050630841558916,3.21,450.0,400.0,500.0,Korotoa River (Bogura),7.1,7.6,0.0,0.0,-1.0,2.17,-1.0,2.64,9.03493977301414,17.035317376112175,25.86,25.86,0.7
F0005,Danio rerio,Zebra danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,established,other,5.15,5.0,2.8,18.0,24.0,6.0,6.0,2.877032632149356,3.0559802253836934,3.21,450.0,400.0,500.0,McCauley Spring (Sandoval Co.),6.931480758683751,7.865253914391319,0.0,0.0,8.056991675541063,30.83500031851124,1.9234125249332368,19.98936728066885,6.495390058512864,99.20832048668508,20.020000983296523,26.27664773868873,0.7
F0006,Devario aequipinnatus,Giant danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Devario,established,predator,,5.0,11.25,22.0,24.0,2.0,2.0,2.7681530672246133,3.040036090163297,2.9,,300.0,15000.0,Kallar River,6.5,7.6,0.0,0.0,4.8,9.3,1.13,20.0,6.397561160995268,131.82603899577992,20.804473282536904,29.08054497736418,0.7
F0006,Devario aequipinnatus,Giant danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Devario,established,other,,5.0,11.25,22.0,24.0,2.0,2.0,2.72250094265524,3.037883905399171,2.9,,300.0,15000.0,Dibru River (Dibru-Saikhowa region),6.5,8.3,0.0,0.0,4.3,16.0,5.62,28.8,3.317315893804814,262.3267553732192,15.5,32.75,0.7
F0006,Devario aequipinnatus,Giant danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Devario,established,other,,5.0,11.25,22.0,24.0,2.0,2.0,2.771279117008184,3.0392916211340406,2.9,,300.0,15000.0,Stanley Reservoir,6.5,8.3,0.0,0.0,4.2,8.7,1.7060326921035165,8.407311390891739,6.064347845683933,153.01697306108406,22.0,30.0,0.7
F0007,Esomus metallicus,Striped Flying Barb,Animalia,Chordata,Actinopterygii,Cypriniformes,Danionidae,Esomus,established,other,,5.06,6.4,22.0,26.0,4.0,4.0,3.0531506676972424,3.0538412450442003,3.03,,3439.0,15000.0,Upstream Bangpakong River,7.2,7.3,16.7,17.5,5.2,5.7,2.7,3.7,74.8,154.4,29.1,29.5,0.7
F0007,Esomus metallicus,Striped Flying Barb,,,,,,,other,other,,,,,,9.303692793251178,9.597901688499327,3.033078048055532,3.127505043917843,,,3439.0,15000.0,Upstream Bangpakong River,7.4,7.5,0.3,0.5,3.4,4.0,4.1,6.0,143.7,161.4,29.8,30.0,0.5
F0007,Esomus metallicus,Striped Flying Barb,Animalia,Chordata,Actinopterygii,Cypriniformes,Danionidae,Esomus,established,other,,5.06,6.4,22.0,26.0,4.0,4.0,2.8747840382445378,3.037312283909058,3.03,,3439.0,15000.0,Maeklong watershed,7.0,7.0,3.2392503421547696,4.162541091706324,7.3,7.3,3.16250741361581,6.666260004083477,6.0,6.0,24.3,24.3,0.7
F0007,Esomus metallicus,Striped Flying Barb,Animalia,Chordata,Actinopterygii,Cypriniformes,Danionidae,Esomus,established,other,,5.06,6.4,22.0,26.0,4.0,4.0,2.906503290325843,3.020421741220608,3.03,,3439.0,15000.0,Chao Phraya,7.6,7.6,3.225421500043612,4.236871704860785,6.4,6.4,5.901947546291307,10.422283300024132,2.0,2.0,27.0,27.0,0.7
F0007,Esomus metallicus,Striped Flying Barb,Animalia,Chordata,Actinopterygii,Cypriniformes,Danionidae,Esomus,established,other,,5.06,6.4,22.0,26.0,4.0,4.0,2.824287030925744,3.040416907276622,3.03,,3439.0,15000.0,Mekong River,6.715518484406822,7.929105584072348,0.5,0.5,4.0,8.0,1.0,3.0,6.631586746409184,136.29115239380138,22.0,30.0,0.7
F0008,Cobitis taenia,Spined loach,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Cobitis,reported,other,4.714286,5.675,8.285,14.0,18.0,4.0,4.0,3.3,3.3,,250.0,550.0,400.0,"Langueyú stream, Urban reach",0.3,8.31,31.92,539.22,1.44,1.8,-34.44704292855355,-44.4016461190775,16.998879247261378,314.3988827926105,3.16,23.28,0.25
F0008,Cobitis taenia,Spined loach,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Cobitis,reported,other,4.714286,5.675,8.285,14.0,18.0,4.0,4.0,3.3,3.3,,250.0,550.0,400.0,Ajó river / Río de la Plata estuarine,0.8,6.5,4.1,17.1,1.0,8.5,-24.449373527033792,-29.73046843661482,4.409057015131332,222.64624469731905,5.3,17.0,0.25
F0008,Cobitis taenia,Spined loach,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Cobitis,reported,other,4.714286,5.675,8.285,14.0,18.0,4.0,4.0,3.3,3.3,,250.0,550.0,400.0,Suquía River,6.885504708938466,7.824766393256121,2.2735574741163287,4.85757252507533,-1.0,3.4,2.442024460824907,8.836057022597414,6.56083872429106,100.06996810356736,20.594277524543152,26.544483322270224,0.25
F0008,Cobitis taenia,Spined loach,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Cobitis,reported,other,4.714286,5.675,8.285,14.0,18.0,4.0,4.0,3.3,3.3,,250.0,550.0,400.0,Laguna del Diario,6.886661449014431,7.827728367643345,2.58297251682646,4.59861444110425,8.34477577949287,30.131751793996457,1.6192767100365053,19.704115647499528,6.472887122090256,100.66760101015808,20.64152667962337,26.56787625873198,0.25
F0009,Pseudorasbora parva,Stone moroko,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Cobitis,reported,omnivore,3.666667,6.3,10.41667,2.0,22.0,20.0,20.0,3.1725266662700293,3.116543763268368,3.22,1443.25,524.0,2733.667,Lake Trasimeno (Italy),8.2,9.74,1.6677351818936137,6.226045661915657,1.97,17.0,6.283075382031132,15.169956562372436,0.4332337539647319,305.84689138315065,6.3,28.3,0.25
F0009,Pseudorasbora parva,Stone moroko,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudorasbora,invasive,omnivore,3.666667,6.3,10.41667,2.0,22.0,20.0,20.0,3.118774520281948,3.1369839315057764,3.22,1443.25,524.0,2733.667,Tiber River basin,7.11,8.92,1.598444437824761,6.272951339003147,1.97,17.0,1.6696790851420893,8.793084640268336,1.981210370523552,298.78148287546315,6.3,28.3,0.9
F0009,Pseudorasbora parva,Stone moroko,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudorasbora,other,omnivore,3.666667,6.3,10.41667,2.0,22.0,20.0,20.0,3.1735734996737563,3.135744845421728,3.22,1443.25,524.0,2733.667,Lake Bracciano (Italy),7.226858276314515,7.887000689619468,2.5138520311460413,5.5260761349629774,6.239884295226936,29.09844724899952,2.011127406278373,15.768018639958807,7.607359393026679,83.78911659578506,15.359766401980792,22.84583913234308,0.5
F0009,Pseudorasbora parva,Stone moroko,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudorasbora,other,omnivore,3.666667,6.3,10.41667,2.0,22.0,20.0,20.0,3.214933522556747,3.1098601336962712,3.22,1443.25,524.0,2733.667,Lake Balaton (Hungary),8.4,8.4,2.654575115353872,5.558935558476047,1.97,17.0,7.92842539688947,19.6560050931133,9.93706295377107,-8.449502675594402,23.0,23.0,0.5
F0009,Pseudorasbora parva,Stone moroko,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudorasbora,other,omnivore,3.666667,6.3,10.41667,2.0,22.0,20.0,20.0,3.162692361443351,3.136469536386717,3.22,1443.25,524.0,2733.667,Lake Neusiedl / Neusiedler See,7.228548278546601,7.8827998972673425,2.4283945268356004,5.649072108577743,1.8,1.8,3.088797787648528,1.4603659446894706,7.800012454739365,82.61776947977614,15.30064556151143,22.80478692357393,0.5
F0009,Pseudorasbora parva,Stone moroko,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudorasbora,other,omnivore,3.666667,6.3,10.41667,2.0,22.0,20.0,20.0,3.219917505417453,3.1366667378405606,3.22,1443.25,524.0,2733.667,Danube River,7.230252852531286,7.8830726967094815,2.62644235831952,5.508018377209559,5.7,8.8,2.9457691391902365,3.398205528054184,7.805037115457424,82.5746157081793,15.308782882350314,22.80316270295708,0.5
F0010,Corydoras paleatus,Peppered corydoras,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Corydoras,reported,predator,,6.4,5.6,18.0,23.0,5.0,5.0,2.760509520186433,3.0556988591493024,2.94,,3439.0,15000.0,Río de la Plata estuary,6.6,7.5,2.262706536405097,5.049397921399243,1.2,8.2,0.5,2.5,15.0,80.0,20.68519881397628,27.89412743928024,0.25
F0010,Corydoras paleatus,Peppered corydoras,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Corydoras,reported,predator,,6.4,5.6,18.0,23.0,5.0,5.0,2.724879943800775,3.062779029362204,2.94,,3439.0,15000.0,Lower Paraná River,6.5,8.0,2.347454520519197,4.928297022731352,4.0,8.0,1.2839617022000844,6.639140335727505,10.0,100.0,15.0,28.0,0.25
F0010,Corydoras paleatus,Peppered corydoras,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Corydoras,reported,predator,,6.4,5.6,18.0,23.0,5.0,5.0,2.773768013831916,3.1105022026208293,2.94,,3439.0,15000.0,Uruguay River,6.8,8.0,2.248669977668835,6.632384117393653,4.0,8.0,7.430260202230155,26.98414404586132,100.0,100.0,12.0,24.0,0.25
F0010,Corydoras paleatus,Peppered corydoras,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Corydoras,reported,predator,,6.4,5.6,18.0,23.0,5.0,5.0,2.682698959222121,3.0698339683135303,2.94,,3439.0,15000.0,Patos Lagoon,6.5,8.0,2.112326941134757,4.906846717764657,5.0,8.0,0.5,3.0,10.0,80.0,10.0,27.0,0.25
F0011,Poecilia vivipara,Southern molly,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,invasive,predator,,6.48,6.7,26.0,28.0,2.0,2.0,2.7748286720460147,3.0244303325647603,3.2,,3439.0,15000.0,Catingosa Lagoon,6.881401029708909,7.8443995232846015,36.4,36.4,8.5,8.5,3.896743994774365,8.274641406211753,7.769821883971157,92.0194618916032,21.481267165683725,27.345719900810906,0.9
F0011,Poecilia vivipara,Southern molly,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,invasive,predator,,6.48,6.7,26.0,28.0,2.0,2.0,2.7334458899328804,3.0268309471919705,3.2,,3439.0,15000.0,Garcas Lagoon,6.866550240627033,7.8491091240129265,20.5,20.5,4.6,4.6,3.499748238087829,7.714336522319902,7.155732343454231,96.51844653294762,21.39935699426453,27.293150893646978,0.9
F0011,Poecilia vivipara,Southern molly,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,invasive,predator,,6.48,6.7,26.0,28.0,2.0,2.0,2.808939619096635,3.028438535182234,3.2,,3439.0,15000.0,Preta Lagoon,6.863887164037671,7.8504833042171,14.0,14.0,8.4,8.4,3.3268972987343126,7.464192037446622,6.960791379037529,97.99676652062163,21.36566335958988,27.25874024186292,0.9
F0011,Poecilia vivipara,Southern molly,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,invasive,predator,,6.48,6.7,26.0,28.0,2.0,2.0,2.8321696817490314,3.028697119855268,3.2,,3439.0,15000.0,Carapebus Lagoon,6.864241040408358,7.850513170720589,13.4,13.4,9.7,9.7,3.309084120516186,7.437390784522268,6.952668968798063,98.06972218902882,21.362516515982463,27.2532903371952,0.9
F0011,Poecilia vivipara,Southern molly,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,invasive,predator,,6.48,6.7,26.0,28.0,2.0,2.0,2.8529604318039867,3.0310300459796773,3.2,,3439.0,15000.0,Imboassica Lagoon,6.854113408792113,7.854038007054165,0.4,0.4,9.7,9.7,2.978255940435286,6.966813815333345,6.483745916478336,101.53481096899247,21.295422779872943,27.20267206741147,0.9
F0011,Poecilia vivipara,Southern molly,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,invasive,predator,,6.48,6.7,26.0,28.0,2.0,2.0,2.8053130811861986,3.0307408977301464,3.2,,3439.0,15000.0,Cabiúnas Lagoon,6.852188633334801,7.854378305383168,0.2,0.2,6.9,6.9,2.9786460598307194,6.970520696174759,6.447411301757402,101.7754432709516,21.294498712373368,27.208599705667343,0.9
F0011,Poecilia vivipara,Southern molly,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,invasive,predator,,6.48,6.7,26.0,28.0,2.0,2.0,2.768761223429117,3.030187647081929,3.2,,3439.0,15000.0,Araruama Lagoon,6.2,9.3,1.86230288372963,5.543140901433621,6.560384317292947,32.948950417316,-0.1040532290544966,20.88786060794869,2.286334938374914,388.7673751670144,17.45673960025156,40.76336853328454,0.9
F0011,Poecilia vivipara,Southern molly,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,invasive,predator,,6.48,6.7,26.0,28.0,2.0,2.0,2.709690427807412,3.0554999575137414,3.2,,3439.0,15000.0,Iriry Lagoon,5.3,5.3,2.957220251335064,4.123372854119263,8.458971010710393,34.17523393600505,-4.8240836988125295,14.892028984137433,12.635687366860436,-26.4105376050228,26.0,26.0,0.9
F0012,Chirostoma jordani,Charal,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,failed,other,,8.06,11.1,,,9.670424078978265,9.577300938844056,3.2,3.2,,,3439.0,15000.0,Lake Chapala,7.0,9.6,0.4,0.6,5.6,5.6,30.0,30.0,20.0,30.0,23.0,25.0,0.1
F0012,Chirostoma jordani,Charal,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,failed,other,,8.06,11.1,,,9.578861449801048,9.628550331561122,3.2,3.2,,,3439.0,15000.0,Lake Pátzcuaro,8.3,8.3,-1.0,175.2,2.0,7.9,6.960466960992125,22.341208213232346,60.2,60.2,15.0,23.0,0.1
F0012,Chirostoma jordani,Charal,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,failed,other,,8.06,11.1,,,9.621535801421286,9.61975274693296,3.2,3.2,,,3439.0,15000.0,Lake Cuitzeo,9.0,9.0,-1.0,4.0,-1.0,4.0,9.44907889023418,15.354343439678573,-1.0496442606462717,201.4668813972321,6.0,22.0,0.1
F0012,Chirostoma jordani,Charal,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,failed,other,,8.06,11.1,,,9.664462297893238,9.575457396145188,3.2,3.2,,,3439.0,15000.0,Lake Zirahuén (Zirahuen),6.5,7.2,-1.0,4.0,-1.0,6.0,0.308016486520323,6.149837777352482,7.0,7.0,23.0,25.0,0.1
F0012,Chirostoma jordani,Charal,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,failed,other,,8.06,11.1,,,9.79201057091802,9.58833351468687,3.2,3.2,,,3439.0,15000.0,Lerma River ,7.4,8.5,430.0,640.0,-1.0,5.0,-1.0,30.0,20.0,30.0,23.0,25.0,0.1
F0013,Parambassis ranga,Indian glassy fish,Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,Parambassis,established,other,3.0,8.41,8.3,20.0,30.0,10.0,10.0,3.040719187937869,3.068149834609687,3.46,,3439.0,15000.0,Chalan Beel (Bangladesh),7.1,7.8,0.0,0.0,6.2,6.2,4.242672772821603,7.577498739416116,11.022893124158962,16.83095606871501,27.68,27.68,0.7
F0013,Parambassis ranga,Indian glassy fish,Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,Parambassis,established,other,3.0,8.41,8.3,20.0,30.0,10.0,10.0,2.9415016164780736,3.075306200642572,3.46,,3439.0,15000.0,"Nong Leng Sai Wetland (Phayao, Thailand)",7.015958961609685,7.871501444805206,0.0,0.0,7.618277960247406,30.2317539817864,1.9554344222420816,18.65930023153083,6.760422931268349,95.04653612977114,18.68732093767828,25.295781658570387,0.7
F0013,Parambassis ranga,Indian glassy fish,Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,Parambassis,established,other,3.0,8.41,8.3,20.0,30.0,10.0,10.0,2.9415016164780736,3.075306200642572,3.46,,3439.0,15000.0,"Shari Goyain River, Bangladesh",7.015958961609685,7.871501444805206,0.0,0.0,7.618277960247406,30.2317539817864,1.9554344222420816,18.65930023153083,6.760422931268349,95.04653612977114,18.68732093767828,25.295781658570387,0.7
F0014,Danio albolineatus,Pearl danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,established,predator,,10.52,7.29,20.0,25.0,5.0,5.0,2.930563350900586,3.0489025455063823,3.03,,3439.0,15000.0,Mekong River ,7.0,7.0,0.0,0.0,6.5,6.5,2.0,2.0,20.0,20.0,25.0,25.0,0.7
F0014,Danio albolineatus,Pearl danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,established,predator,,10.52,7.29,20.0,25.0,5.0,5.0,2.956739514350754,3.058131339356565,3.03,,3439.0,15000.0,Irrawaddy (Ayeyarwady) River ,6.8,6.8,0.0,0.0,5.5,5.5,3.0,3.0,40.0,40.0,27.0,27.0,0.7
F0014,Danio albolineatus,Pearl danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,established,predator,,10.52,7.29,20.0,25.0,5.0,5.0,2.936019726850464,3.0522562551109527,3.03,,3439.0,15000.0,Salween (Thanlwin / Salouen) River ,7.2,7.2,0.0,0.0,6.0,6.0,2.5,2.5,30.0,30.0,24.0,24.0,0.7
